
@RELATION dataset
 
@ATTRIBUTE m1 REAL
@ATTRIBUTE m2 REAL
@ATTRIBUTE m3 REAL
@ATTRIBUTE m4 REAL
@ATTRIBUTE m5 REAL
@ATTRIBUTE m6 REAL
@ATTRIBUTE m7 REAL
@ATTRIBUTE m8 REAL
@ATTRIBUTE m9 REAL
@ATTRIBUTE m10 REAL
@ATTRIBUTE m11 REAL
@ATTRIBUTE m12 REAL
@ATTRIBUTE m13 REAL
@ATTRIBUTE m14 REAL
@ATTRIBUTE m15 REAL
@ATTRIBUTE m16 REAL
@ATTRIBUTE m17 REAL
@ATTRIBUTE m18 REAL
@ATTRIBUTE m19 REAL
@ATTRIBUTE m20 REAL
@ATTRIBUTE m21 REAL
@ATTRIBUTE m22 REAL
@ATTRIBUTE m23 REAL
@ATTRIBUTE m24 REAL
@ATTRIBUTE m25 REAL
@ATTRIBUTE m26 REAL
@ATTRIBUTE m27 REAL
@ATTRIBUTE m28 REAL
@ATTRIBUTE m29 REAL
@ATTRIBUTE m30 REAL
@ATTRIBUTE m31 REAL
@ATTRIBUTE m32 REAL
@ATTRIBUTE m33 REAL
@ATTRIBUTE m34 REAL
@ATTRIBUTE m35 REAL
@ATTRIBUTE m36 REAL
@ATTRIBUTE m37 REAL
@ATTRIBUTE m38 REAL
@ATTRIBUTE m39 REAL
@ATTRIBUTE m40 REAL
@ATTRIBUTE m41 REAL
@ATTRIBUTE m42 REAL
@ATTRIBUTE m43 REAL
@ATTRIBUTE m44 REAL
@ATTRIBUTE m45 REAL
@ATTRIBUTE m46 REAL
@ATTRIBUTE m47 REAL
@ATTRIBUTE m48 REAL
@ATTRIBUTE m49 REAL
@ATTRIBUTE m50 REAL
@ATTRIBUTE m51 REAL
@ATTRIBUTE m52 REAL
@ATTRIBUTE m53 REAL
@ATTRIBUTE m54 REAL
@ATTRIBUTE m55 REAL
@ATTRIBUTE m56 REAL
@ATTRIBUTE m57 REAL
@ATTRIBUTE m58 REAL
@ATTRIBUTE m59 REAL
@ATTRIBUTE m60 REAL
@ATTRIBUTE m61 REAL
@ATTRIBUTE m62 REAL
@ATTRIBUTE m63 REAL
@ATTRIBUTE m64 REAL
@ATTRIBUTE m65 REAL
@ATTRIBUTE m66 REAL
@ATTRIBUTE m67 REAL
@ATTRIBUTE m68 REAL
@ATTRIBUTE m69 REAL
@ATTRIBUTE m70 REAL
@ATTRIBUTE m71 REAL
@ATTRIBUTE m72 REAL
@ATTRIBUTE m73 REAL
@ATTRIBUTE m74 REAL
@ATTRIBUTE m75 REAL
@ATTRIBUTE m76 REAL
@ATTRIBUTE m77 REAL
@ATTRIBUTE m78 REAL
@ATTRIBUTE m79 REAL
@ATTRIBUTE m80 REAL
@ATTRIBUTE m81 REAL
@ATTRIBUTE m82 REAL
@ATTRIBUTE m83 REAL
@ATTRIBUTE m84 REAL
@ATTRIBUTE m85 REAL
@ATTRIBUTE m86 REAL
@ATTRIBUTE m87 REAL
@ATTRIBUTE m88 REAL
@ATTRIBUTE m89 REAL
@ATTRIBUTE m90 REAL
@ATTRIBUTE m91 REAL
@ATTRIBUTE m92 REAL
@ATTRIBUTE m93 REAL
@ATTRIBUTE m94 REAL
@ATTRIBUTE m95 REAL
@ATTRIBUTE m96 REAL
@ATTRIBUTE m97 REAL
@ATTRIBUTE m98 REAL
@ATTRIBUTE m99 REAL
@ATTRIBUTE m100 REAL
@ATTRIBUTE class {Elk,Deer,Cattle}
 
@DATA
0.0071,0.00332,0.05033,0.05073,0.08067,0.0132,0.05958,0.03376,0.07207,0.0057,0.08141,0.00473,0.015,0.00518,0.06519,0.05073,0.0576,0.05361,0.06361,0.08763,0.0357,0.03122,0.0051,0.05453,0.01594,0.0248,0.00417,0.05446,0.00616,0.0769,0.02546,0.01043,0.05219,0.00778,0.05423,0.00836,0.06296,0.06762,0.05165,0.04926,0.04912,0.05342,0.00637,0.01519,0.0018,0.07402,0.04485,0.04988,0.06907,0.06055,0.06326,0.06524,0.00234,0.05829,0.05688,0.0683,0.01281,0.00326,0.05345,0.01867,0.00502,0.05325,0.02133,0.02198,0.02468,0.08809,0.02586,0.05966,0.06562,0.01478,0.05918,0.01404,0.08276,0.07067,0.00912,0.05532,0.00442,0.08703,0.05823,0.01153,0.02787,0.0487,0.068,0.0155,0.0169,0.02121,0.06466,0.02737,0.04403,0.04849,0.00134,0.05877,0.08514,0.07952,0.06703,0.04851,0.03709,0.02097,0.03931,0.01568,Elk
0.0678,0.07947,0.02485,0.02741,0.00575,0.06626,0.02355,0.02935,0.00518,0.08745,0.01148,0.07662,0.05248,0.03021,0.00842,0.02741,0,0.02976,0.00557,0.01313,0.03845,0.00138,0.07718,0.00192,0.07488,0.05994,0.03197,0.0074,0.08712,0.00285,0.00225,0.07003,0.00482,0.07548,0.00521,0.08762,0.00478,0.00917,0.01728,0.00511,0.02338,0.00855,0.08793,0.05782,0.06452,0.0026,0.0197,0.01052,0,0.00782,0,0.0031,0.06061,0.00625,0.00472,0.00264,0.05397,0.05228,0.00855,0.03611,0.07172,0.01009,0.04679,0.0635,0.06289,0.0137,0.06858,0.00488,0.00488,0.05052,0.00421,0.06709,0.00773,0.00801,0.05426,0.00708,0.08543,0.01329,0.02226,0.06237,0.04935,0.00391,0.0045,0.05485,0.06421,0.04709,0.00304,0.04041,0.00456,0.02431,0.06951,0.00385,0.0103,0.00466,0.00267,0.02104,0.02773,0.04273,0.02368,0.05291,Cattle
0.01829,0.0318,0.00841,0.00503,0.04078,0.01101,0.04262,0.01639,0.03431,0.04277,0.0428,0.0323,0.0064,0.00947,0.02571,0.00503,0.02009,0.04055,0.02318,0.04513,0.029,0.00877,0.02912,0.02218,0.01798,0.00836,0.00873,0.02215,0.04352,0.03853,0.00546,0.02902,0.01766,0.03296,0.02531,0.02725,0.02785,0.03419,0.00899,0.02083,0.03321,0.01899,0.04339,0.02492,0.02826,0.03319,0.03157,0.0148,0.02945,0.02904,0.02522,0.02817,0.01342,0.02651,0.02057,0.02932,0.00491,0.01326,0.01903,0.00432,0.02534,0.01652,0.02203,0.01112,0.01109,0.04916,0.01279,0.02685,0.02934,0.01952,0.02173,0.03107,0.04365,0.03571,0.01613,0.02135,0.03769,0.04509,0.04136,0.02354,0.0305,0.01551,0.02827,0.00474,0.00837,0.00703,0.02827,0.00358,0.0155,0.01297,0.01517,0.02237,0.04658,0.03963,0.0294,0.01107,0.00661,0.01411,0.00405,0.00533,Elk
0.05946,0.07231,0.01664,0.01814,0.0217,0.05712,0.02237,0.02212,0.01652,0.08014,0.02546,0.06914,0.04333,0.02832,0.00827,0.01814,0.00961,0.02746,0.00452,0.02817,0.0333,0,0.06982,0.00547,0.06602,0.05077,0.03,0.00317,0.07989,0.01901,0.00021,0.06259,0.00311,0.06799,0.00581,0.07899,0.00711,0.01295,0.00956,0.00478,0.02025,0,0.08063,0.05063,0.05992,0.01524,0.01966,0.00196,0.0112,0.00969,0.00551,0.00895,0.05215,0.00595,0.00247,0.01173,0.04492,0.04907,0,0.02868,0.06511,0.00448,0.03979,0.05436,0.05365,0.0301,0.05915,0.00495,0.00926,0.04297,0.00311,0.05993,0.02455,0.02118,0.04637,0.00186,0.07786,0.0281,0.02117,0.05584,0.04328,0.00307,0.00868,0.04556,0.05483,0.03779,0.00782,0.0309,0.00106,0.0177,0.06073,0.00219,0.02755,0.02057,0.00924,0.0139,0.01974,0.03499,0.01762,0.04361,Cattle
0.02153,0.03433,0.00665,0,0.03218,0.0183,0.03375,0.01475,0.02272,0.04467,0.03277,0.03353,0.00613,0.01123,0.0165,0,0.01444,0.0373,0.01391,0.03716,0.02614,0.00382,0.03073,0.01069,0.0254,0.01323,0.01048,0.01238,0.04515,0.02943,0.00176,0.02814,0.00796,0.03305,0.01221,0.03705,0.01716,0.02474,0,0.00938,0.02894,0.00985,0.04521,0.02379,0.02924,0.02417,0.022,0.00657,0.02012,0.02063,0.01601,0.01617,0.0134,0.0173,0.01168,0.01822,0.00483,0.01809,0.00946,0.00491,0.0276,0.00676,0.01834,0.01498,0.0154,0.0397,0.01545,0.01728,0.01954,0.01754,0.01298,0.02941,0.03503,0.02794,0.01472,0.01255,0.04084,0.03636,0.03221,0.02234,0.02865,0.00636,0.02004,0.00743,0.01579,0.00972,0.01889,0.00783,0.0028,0.00897,0.02006,0.01303,0.03757,0.03082,0.01965,0.00708,0.00609,0.01244,0.00414,0.00709,Elk
0.06038,0.07171,0.02142,0.02414,0.0155,0.05943,0.0163,0.02117,0.01116,0.07947,0.02076,0.06882,0.04566,0.02639,0.00858,0.02414,0.01059,0.02253,0.00606,0.02399,0.03022,0.00021,0.06975,0.00108,0.06788,0.05376,0.02879,0,0.07915,0.01178,0.00114,0.06212,0.0022,0.06733,0.00153,0.08056,0.00535,0.00623,0.01394,0.00416,0.01553,0.00363,0.07992,0.04993,0.05827,0.01327,0.01375,0.00517,0.00782,0.00605,0.00209,0.00374,0.05317,0.00355,0.00218,0.00848,0.04703,0.04916,0.00369,0.0311,0.0653,0.00662,0.03876,0.0572,0.05687,0.02335,0.06267,0,0.00505,0.04288,0.00231,0.05912,0.01751,0.01583,0.04653,0,0.07759,0.02415,0.01516,0.05511,0.04105,0.00086,0.00587,0.04816,0.05773,0.04067,0.00239,0.03427,0,0.02082,0.06225,0.00374,0.01989,0.01432,0.00341,0.01589,0.0223,0.035,0.02046,0.0462,Cattle
0.02149,0.00623,0.07306,0.07412,0.09607,0.0374,0.06829,0.0495,0.08838,0.00262,0.09746,0.00672,0.04031,0.00785,0.08288,0.07412,0.07426,0.06006,0.08174,0.10421,0.04225,0.04173,0.00923,0.07042,0.03514,0.04853,0.00713,0.07096,0.00266,0.09189,0.0361,0.01135,0.06965,0.00889,0.0693,0.02961,0.07905,0.08186,0.07255,0.06407,0.05921,0.07092,0.00331,0.02117,0.00134,0.0909,0.0547,0.06889,0.0857,0.07537,0.07999,0.08221,0.02645,0.07348,0.07452,0.08558,0.03791,0.01077,0.07097,0.03969,0.00963,0.07253,0.03158,0.04604,0.04987,0.10268,0.05049,0.075,0.08141,0.03009,0.0764,0.01132,0.09745,0.08554,0.02713,0.07215,0.00448,0.10384,0.06747,0.01305,0.03056,0.06533,0.08476,0.04085,0.04122,0.0463,0.08047,0.05144,0.06005,0.07022,0.02554,0.07573,0.09936,0.09502,0.08306,0.06878,0.05806,0.03908,0.05905,0.0413,Deer
0.0643,0.07568,0.02107,0.02356,0.00574,0.06223,0.01509,0.02645,0.00495,0.08458,0.01109,0.07361,0.04848,0.02899,0.00638,0.02356,0.00365,0.02353,0.00473,0.01341,0.03682,0.00021,0.07335,0.00282,0.07099,0.05591,0.03093,0.00567,0.08429,0.00397,0.00159,0.06705,0.00356,0.0725,0.00364,0.08372,0.00614,0.00572,0.01359,0.00516,0.02015,0.00544,0.08504,0.05502,0.06241,0.00704,0.01664,0.00609,0.00555,0.00847,0.00211,0.0027,0.05709,0.00838,0.00373,0.00314,0.05011,0.05082,0.00547,0.03226,0.06816,0.00601,0.04409,0.05953,0.05862,0.01372,0.06423,0.00664,0.00612,0.04754,0.00328,0.06434,0.00763,0.00761,0.05101,0.00427,0.08236,0.01377,0.01533,0.05861,0.04716,0.00326,0.00411,0.05082,0.06011,0.04309,0.00417,0.03641,0.00308,0.02034,0.06578,0.00338,0.011,0.00535,0.00298,0.01813,0.02309,0.0399,0.02134,0.04891,Cattle
0.03747,0.05054,0.00925,0.00346,0.04555,0.02794,0.04695,0.0282,0.04017,0.06235,0.04841,0.05078,0.01753,0.01905,0.02978,0.00346,0.02524,0.04851,0.02791,0.04945,0.04211,0.013,0.04671,0.02897,0.03643,0.01956,0.01783,0.02684,0.06273,0.04356,0.00966,0.04626,0.0244,0.05095,0.03195,0.04897,0.03225,0.03934,0.01346,0.02744,0.03995,0.0238,0.06288,0.0396,0.04136,0.03741,0.03785,0.02024,0.03443,0.03416,0.03025,0.03346,0.0306,0.03158,0.02608,0.03514,0.01976,0.02635,0.02385,0.01001,0.0435,0.02071,0.03466,0.02243,0.02067,0.05362,0.02586,0.03199,0.03435,0.03122,0.02686,0.04704,0.04857,0.04192,0.03096,0.02623,0.05792,0.04938,0.04562,0.03937,0.04351,0.02186,0.03313,0.01723,0.02324,0.01811,0.03341,0.01019,0.02222,0.01538,0.03502,0.02735,0.05159,0.04441,0.03436,0.01515,0.00437,0.026,0.00288,0.01758,Deer
0.06179,0.07232,0.02084,0.02337,0.01119,0.06248,0.00727,0.02327,0.00834,0.07929,0.0129,0.06895,0.04867,0.02657,0.00747,0.02337,0.00391,0.01521,0.00305,0.01514,0.028,0.00015,0.07054,0.00276,0.07121,0.05597,0.02876,0.00577,0.07872,0.01007,0.00272,0.06244,0.00239,0.06794,0.00507,0.08378,0.00441,0.0085,0.01331,0.00558,0.01197,0.00529,0.07973,0.04978,0.05877,0.00923,0.00912,0.00713,0.00606,0,0.00261,0.0028,0.05541,0.00647,0,0.00456,0.05024,0.04899,0.00512,0.03327,0.06601,0.00654,0.0386,0.05955,0.05888,0.01977,0.06446,0.00604,0.00629,0.04393,0.00176,0.05872,0.01448,0.01027,0.04809,0.0039,0.07776,0.01497,0.00673,0.05585,0.03948,0,0.00303,0.05095,0.06025,0.04317,0.0052,0.03623,0.00289,0.02112,0.06468,0.00324,0.01781,0.01031,0.00366,0.01718,0.02401,0.03767,0.02218,0.049,Cattle
0.01314,0.02766,0.00713,0.00476,0.02587,0.01391,0.03747,0.01553,0.01816,0.03768,0.02235,0.02625,0.00769,0.00786,0.01247,0.00476,0.00465,0.04006,0.01378,0.0294,0.02834,0.0027,0.02455,0.0117,0.02158,0.01457,0.0062,0.01909,0.03814,0.02422,0.00371,0.02223,0.01213,0.02674,0.01681,0.03155,0.01935,0.02378,0.00896,0.01215,0.03266,0.01677,0.03823,0.01917,0.02165,0.01757,0.02971,0.01263,0.01535,0.0214,0.01625,0.01576,0.00663,0.02068,0.01482,0.01473,0.0071,0.01274,0.01651,0,0.01965,0.01193,0.0206,0.01678,0.01793,0.03298,0.0202,0.02078,0.0178,0.01437,0.0161,0.02429,0.02888,0.01207,0.00991,0.01724,0.0331,0.02902,0.03613,0.01555,0.02809,0.00633,0.01704,0.0067,0.01087,0.0059,0.01867,0.00373,0.00924,0.01519,0.01187,0.01634,0.0316,0.02467,0.0187,0.01247,0.00688,0.0122,0.0039,0.00736,Elk
0.07036,0.07925,0.02826,0.03001,0.0014,0.06873,0.02465,0.0321,0.00432,0.08978,0.00366,0.07903,0.05501,0.02931,0.01207,0.03001,0.00576,0.03162,0.00913,0.00613,0.04074,0.00201,0.07706,0.00761,0.07734,0.06252,0.031,0.01061,0.08948,0.00343,0.00109,0.07238,0.00441,0.07797,0.00896,0.08926,0.00949,0.01024,0.01955,0.00781,0.0259,0.01133,0.09028,0.06045,0.06148,0.00609,0.02129,0.0102,0.00842,0.01079,0.01,0.0088,0.06304,0.01271,0.00857,0.00428,0.05644,0.05064,0.01151,0.03136,0.06796,0.01071,0.04917,0.06607,0.06527,0.00269,0.07091,0.01057,0.00696,0.05294,0.00906,0.06954,0.00249,0.00208,0.05669,0.01091,0.08787,0.00574,0.02434,0.05916,0.0518,0.00421,0.00953,0.05732,0.0667,0.04959,0.00929,0.04291,0.00331,0.02693,0.07208,0.00944,0.00098,0,0.00958,0.02446,0.02241,0.04504,0.0209,0.0554,Cattle
0.00764,0.0174,0.04648,0.04792,0.06932,0.02042,0.04449,0.02267,0.06158,0.02596,0.0705,0.01469,0.01972,0.00034,0.05568,0.04792,0.0483,0.03795,0.05399,0.07677,0.01986,0.02336,0.01426,0.04195,0.0214,0.02908,0.00034,0.04385,0.02622,0.0653,0.01782,0.00942,0.04148,0.01393,0.04186,0.02801,0.05213,0.05561,0.04526,0.03661,0.03446,0.04353,0.02653,0.00508,0.01198,0.06398,0.02962,0.04185,0.05856,0.04861,0.05277,0.05539,0.00611,0.04658,0.04699,0.05848,0.01738,0.00411,0.04358,0.01645,0.01094,0.04501,0.00694,0.02722,0.03093,0.07638,0.03324,0.0481,0.0545,0.00754,0.0491,0.00868,0.07091,0.05805,0.00772,0.04499,0.02212,0.07657,0.04343,0.00546,0.01349,0.0376,0.05754,0.02026,0.02236,0.02625,0.05358,0.02759,0.03233,0.0443,0.00911,0.0485,0.07301,0.06819,0.05605,0.04232,0.03305,0.0131,0.03415,0.0209,Deer
0.06325,0.07443,0.01623,0.0176,0.00644,0.06299,0.01369,0.02428,0.0049,0.08152,0.00982,0.07104,0.04958,0.02828,0.00603,0.0176,0.00101,0.01977,0.00596,0.01268,0.0306,0.00129,0.07252,0,0.07172,0.05497,0.03028,0.0075,0.08102,0.0044,0.00303,0.06452,0.0031,0.06986,0.00294,0.0851,0,0.00822,0.01014,0.00424,0.01416,0.00776,0.08196,0.05188,0.06116,0.00744,0.0133,0.00805,0.00792,0.00728,0.00151,0.00456,0.05673,0.0058,0.00474,0.00537,0.05138,0.05072,0.00745,0.03366,0.0677,0.00791,0.04084,0.05875,0.05726,0.01442,0.06273,0.00343,0.00507,0.04552,0.00426,0.06094,0.00825,0.00704,0.04964,0.00562,0.07983,0.01276,0.01316,0.05785,0.04198,0.00355,0.00542,0.0515,0.06006,0.04385,0.00244,0.03611,0.0024,0.02038,0.06584,0.00432,0.01082,0.00484,0.00411,0.01547,0.02079,0.0388,0.01676,0.04972,Cattle
0.01135,0.01058,0.05825,0.05917,0.08173,0.02794,0.05521,0.035,0.07444,0.01715,0.08373,0.00629,0.02602,0.00095,0.0683,0.05917,0.0617,0.04757,0.0671,0.08969,0.02926,0.03288,0.01021,0.05667,0.02795,0.03649,0,0.05651,0.01696,0.07765,0.02737,0,0.05556,0.0073,0.05524,0.03128,0.06462,0.06764,0.05794,0.05094,0.04563,0.05628,0.01769,0.00717,0.00592,0.07661,0.04152,0.05438,0.07112,0.06094,0.0654,0.06784,0.01294,0.05902,0.06,0.07161,0.02375,0.00845,0.05629,0.02691,0.0089,0.05808,0.01725,0.03499,0.03897,0.08857,0.0407,0.06052,0.06697,0.0167,0.06173,0.00255,0.0832,0.07237,0.01224,0.05752,0.01501,0.08947,0.05418,0.00218,0.01822,0.05217,0.07019,0.02722,0.03027,0.03224,0.06599,0.03639,0.04686,0.05563,0.01606,0.06114,0.08516,0.08064,0.06856,0.05401,0.04527,0.02542,0.04763,0.02728,Deer
0.05934,0.07135,0.01399,0.01505,0.01907,0.0568,0.01632,0.02239,0.01387,0.08015,0.02323,0.06904,0.0432,0.0273,0.0088,0.01505,0.01046,0.02229,0.00548,0.02679,0.03238,0.00021,0.06887,0.00095,0.06562,0.05047,0.02894,0.00394,0.0799,0.01551,0.00047,0.06257,0.00189,0.06804,0.00187,0.07857,0.00487,0.00925,0.00685,0.00394,0.01628,0.00336,0.08062,0.05077,0.05876,0.0144,0.01382,0.00237,0.00868,0.00657,0.00255,0.00573,0.05215,0.00341,0.00193,0.01049,0.04493,0.04786,0.00322,0.02785,0.06429,0,0.03994,0.0541,0.05297,0.02696,0.05865,0.00102,0.00591,0.04302,0.00128,0.06005,0.02139,0.01867,0.04628,0.00431,0.07773,0.02696,0.01555,0.05507,0.04356,0.00152,0.00731,0.04554,0.05472,0.03782,0.00384,0.03122,0.00254,0.01641,0.0607,0.00244,0.02402,0.01794,0.00564,0.01434,0.01789,0.03542,0.01541,0.04368,Cattle
0.05712,0.06429,0.04012,0.04294,0.03539,0.06298,0.00584,0.02244,0.0302,0.069,0.03867,0.06038,0.05021,0.02236,0.02971,0.04294,0.02809,0,0.02934,0.04422,0.01739,0.01211,0.06342,0.01705,0.07067,0.06151,0.02523,0.01997,0.0682,0.03138,0.01025,0.05402,0.01957,0.05892,0.01327,0.0807,0.02304,0.02141,0.03282,0.01294,0.00542,0.02247,0.06939,0.04197,0.05143,0.03364,0,0.02403,0.02944,0.01867,0.02509,0.02601,0.05195,0.01797,0.02347,0.02959,0.05051,0.04652,0.02248,0.03645,0.06,0.02666,0.03231,0.06417,0.06526,0.04054,0.07062,0.01881,0.02422,0.03909,0.02416,0.04922,0.03592,0.03104,0.04349,0.02119,0.06889,0.04407,0.00644,0.04901,0.02848,0.01793,0.02882,0.0531,0.06289,0.0474,0.02343,0.04292,0.01344,0.03695,0.06161,0.02304,0.03693,0.03464,0.02571,0.03142,0.03603,0.03441,0.03519,0.05113,Deer
0.0661,0.0776,0.02557,0.02745,0.00618,0.06491,0.02207,0.02764,0.00518,0.08584,0.00695,0.07501,0.05125,0.03062,0.00665,0.02745,0.00228,0.02793,0.00567,0.00823,0.03653,0.00121,0.07535,0.00207,0.07398,0.05929,0.03247,0.00743,0.08545,0.00351,0.00318,0.06844,0.00458,0.07388,0.00408,0.08654,0.00193,0.00815,0.0169,0.00336,0.02159,0.0079,0.08629,0.05607,0.06447,0.00565,0.01831,0.00961,0.0072,0.00664,0.00474,0.00344,0.05917,0.006,0.00482,0,0.05279,0.05306,0.0076,0.03519,0.07066,0.01009,0.04506,0.0629,0.06212,0.00757,0.06755,0.00394,0.00577,0.04907,0.00417,0.06543,0.0073,0.00374,0.05276,0.00601,0.08377,0.00806,0.0208,0.06088,0.04738,0.00239,0.00473,0.05366,0.06306,0.04596,0.00498,0.03932,0.00414,0.02352,0.068,0.00366,0.00978,0.00527,0.00487,0.01999,0.02594,0.04157,0.02336,0.05172,Cattle
0.03238,0.03941,0.04497,0.04689,0.05677,0.04172,0.02646,0.01727,0.04926,0.04526,0.05737,0.03572,0.03124,0.009,0.04745,0.04689,0.04301,0.01862,0.04637,0.06499,0.00631,0.01974,0.03864,0.03449,0.04782,0.04407,0.01206,0.03585,0.04465,0.0527,0.01626,0.02923,0.03549,0.03459,0.03171,0.0563,0.04187,0.0428,0.04164,0.02869,0.01948,0.03686,0.04567,0.0176,0.0288,0.05373,0.0144,0.03591,0.04881,0.03753,0.04347,0.0446,0.02791,0.03627,0.03903,0.04819,0.03046,0.02906,0.03692,0.02413,0.03537,0.03943,0.00904,0.04562,0.04799,0.06244,0.05224,0.03767,0.04379,0.01657,0.04112,0.02492,0.0575,0.04791,0.01949,0.03711,0.04441,0.06443,0.02643,0.02417,0.00822,0.03277,0.0478,0.03403,0.04262,0.03264,0.04297,0.03142,0.02744,0.04183,0.03719,0.0402,0.05885,0.05585,0.04549,0.03842,0.03637,0.0169,0.03869,0.03256,Deer
0.06239,0.07426,0.01873,0.02107,0.00919,0.05989,0.01973,0.02481,0.00631,0.08267,0.01207,0.07201,0.04615,0.029,0.00594,0.02107,0.00364,0.02581,0.00326,0.01554,0.03405,0.00015,0.07181,0.00256,0.06866,0.05337,0.03076,0.00449,0.08241,0.00759,0.00106,0.06533,0.00432,0.07059,0.00122,0.08153,0.00582,0.00765,0.01125,0.00357,0.01923,0.00391,0.08314,0.05321,0.0614,0.00873,0.01625,0.00419,0.00619,0.00621,0.00396,0,0.05511,0.00498,0.0045,0.00169,0.04784,0.0506,0.00393,0.03046,0.06651,0.00431,0.04243,0.05698,0.05608,0.01764,0.06171,0.00333,0.00465,0.0459,0.00388,0.06241,0.01139,0.00828,0.04925,0.00456,0.08072,0.01546,0.01944,0.05748,0.0451,0.0031,0.00406,0.04844,0.05768,0.04069,0.00379,0.03389,0.00276,0.01868,0.06368,0.00373,0.01389,0.00801,0.00209,0.01712,0.02127,0.03771,0.02019,0.04654,Cattle
0.05969,0.07127,0.02238,0.0246,0.01031,0.06012,0.0125,0.02084,0.00608,0.07833,0.01448,0.06772,0.04636,0.02751,0.00744,0.0246,0.00506,0.01988,0.00406,0.01869,0.02863,0.00134,0.06927,0.0017,0.06882,0.05549,0.02958,0.00329,0.07791,0.0066,0.00228,0.06112,0.00371,0.06659,0.0013,0.08108,0.00486,0.00552,0.01429,0.0026,0.01391,0.00514,0.07879,0.04872,0.05897,0.00858,0.01383,0.00726,0.00715,0.00535,0.00159,0.00386,0.05284,0.00366,0.00284,0.00573,0.04753,0.04975,0.00511,0.03229,0.06527,0.00811,0.03763,0.05884,0.05876,0.01817,0.06428,0.0019,0.00426,0.04193,0.00236,0.05784,0.01257,0.01056,0.04592,0.0037,0.07653,0.01857,0.012,0.05514,0.03955,0.00272,0.00391,0.04893,0.05865,0.0415,0.00265,0.03541,0.00299,0.02191,0.06207,0,0.01526,0.00935,0.00407,0.01793,0.02537,0.035,0.02226,0.04692,Deer
0.06055,0.07281,0.01637,0.01854,0.02144,0.05837,0.02303,0.0233,0.01544,0.08114,0.02391,0.07004,0.04472,0.02634,0.00961,0.01854,0.00657,0.02758,0.00479,0.02698,0.03359,0.00134,0.07046,0.00579,0.06748,0.05211,0.02799,0.00274,0.08087,0.01943,0.00105,0.06357,0.0033,0.06909,0.00719,0.08027,0.00878,0.01435,0.00965,0.00583,0.0201,0.00253,0.08162,0.05167,0.05992,0.01498,0.01947,0.00356,0.0115,0.01036,0.00694,0.01,0.05337,0.00606,0.00265,0.01139,0.04634,0.04824,0.00246,0.02912,0.06518,0.00362,0.04074,0.05574,0.05495,0.02998,0.06032,0.00603,0.01042,0.04398,0.00337,0.06096,0.02437,0.01708,0.0474,0.00216,0.07877,0.02683,0.02157,0.05586,0.04399,0.00296,0.00944,0.04692,0.05614,0.03918,0.00882,0.03211,0.00103,0.01767,0.06204,0.00281,0.02744,0.02024,0.01073,0.01388,0.01916,0.03652,0.01711,0.04498,Cattle
0.02102,0.03542,0.0084,0.0035,0.0447,0.01249,0.04722,0.02709,0.03888,0.04442,0.04599,0.03372,0.0062,0.01107,0.02878,0.0035,0.01614,0.04874,0.02701,0.04885,0.03823,0.00582,0.03139,0.02033,0.01985,0.00965,0.01081,0.02635,0.04503,0.04288,0.00363,0.0292,0.01963,0.03278,0.02738,0.03207,0.03139,0.03901,0.01341,0.018,0.04027,0.02346,0.04497,0.02574,0.02977,0.03646,0.03419,0.02036,0.03376,0.03442,0.02967,0.0329,0.01463,0.03141,0.02594,0.03373,0.006,0.01755,0.02354,0.00437,0.02843,0.01988,0.02588,0.01103,0,0.05269,0.00815,0.03177,0.03396,0.02189,0.02663,0.03124,0.04782,0.03181,0.01724,0.0259,0.04006,0.0487,0.04524,0.02366,0.03533,0.01208,0.03246,0.00552,0.00848,0.01098,0.03299,0.01305,0.01355,0.01374,0.01743,0.02688,0.05091,0.04356,0.03364,0.01618,0.00493,0.0199,0.00316,0.00578,Elk
0.06143,0.07388,0.0165,0.01877,0.00453,0.05855,0.02552,0.02505,0.00475,0.08261,0.00208,0.0714,0.04479,0.02913,0.00607,0.01877,0.00369,0.03161,0,0.00201,0.03684,0.00015,0.0714,0.00323,0.06731,0.0517,0.03077,0.00632,0.0824,0.00635,0.00085,0.06495,0.00278,0.07043,0.0081,0.08048,0.00619,0.01154,0.00897,0.00651,0.02434,0.00473,0.08309,0.05321,0.06208,0.00882,0.02223,0.00365,0.00602,0.01079,0.00222,0.0058,0.05413,0.00751,0.00377,0.00569,0.04652,0.05042,0.00468,0.02989,0.0667,0.0044,0.04256,0.0554,0.05436,0.00861,0.05991,0.00686,0.00736,0.04544,0.00265,0.06262,0.00678,0.00371,0.04854,0.00463,0.08007,0.00201,0.02432,0.05754,0.04673,0.00245,0.00576,0.04698,0.05608,0.03925,0.00502,0.03226,0.00369,0.01678,0.06251,0.00307,0.00873,0.00428,0.00574,0.01576,0.01937,0.03768,0.01755,0.04506,Cattle
